transaction_id,user_id,product_id,rating_x,timestamp,purchase_count,amount,payment_method,delivery_status,product_name,category,price,brand,rating_y,description,discount,in_stock,name,age,gender,location,state,email,phone_number,is_festive_season
30,937,71,2,2024-11-27 21:45:05,2,4210.86,Cash on Delivery,Processing,GK Publications Novel 71,Books,5513.27,GK Publications,4.5,Molestias officia voluptatem quo.,10,True,Jayesh Khalsa,28,F,Amravati,Meghalaya,trisha89@example.net,08591915073,True
31,312,58,5,2024-12-11 11:12:59,1,245.9,UPI,Cancelled,Haldiram Tea 58,Groceries,55316.96,Haldiram,4.4,Repudiandae non odio repellat quia minus. Officiis nihil nisi omnis sit officia.,14,True,Navya Mani,26,F,Gandhidham,Gujarat,ekhatri@example.com,04096170120,False
32,858,148,4,2025-01-17 20:25:21,3,5326.11,Credit Card,Shipped,Allen Solly Kurta 148,Clothing,27775.98,Allen Solly,3.4,Numquam maxime ratione. Cum autem rerum minus.,40,True,Vritika Ramanathan,37,M,Amritsar,Uttar Pradesh,raniagara@example.org,+918568315269,True
33,239,59,4,2025-09-20 08:53:26,3,5452.72,Debit Card,Cancelled,Xiaomi Tablet 59,Mobile Phones,21114.89,Xiaomi,4.4,Doloremque voluptates qui quasi id iste. Eum debitis ipsam tempora.,54,True,Jhanvi Ravi,36,F,Tirunelveli,Jharkhand,bawatrisha@example.org,+910589541144,False
34,84,114,5,2025-03-27 01:27:13,3,10094.46,Debit Card,Shipped,Cadbury Snacks 114,Groceries,93647.53,Cadbury,3.6,Est eius tenetur laborum. Ad eligendi odio sequi totam nulla aperiam.,44,True,Aarav Shenoy,22,M,Ongole,Uttarakhand,mchaudry@example.org,03020547892,False
35,982,159,5,2025-09-30 02:40:51,3,19431.19,Credit Card,Shipped,Slazenger Cricket Bat 159,Sports,7747.69,Slazenger,4.4,Cumque quis eum delectus.,46,False,Charvi Roy,38,F,Ratlam,Tamil Nadu,mannebadal@example.com,+911378550177,False
36,104,183,2,2025-09-26 06:47:12,1,1151.22,Net Banking,Processing,Puma Football 183,Sports,46614.49,Puma,4.7,Temporibus esse earum repudiandae ipsum consequuntur pariatur. Ipsam expedita eos at eos rem.,64,True,Misha Sheth,53,F,Saharanpur,Himachal Pradesh,chandranarnav@example.net,+914592901341,False
37,928,79,3,2025-07-22 16:36:21,3,5522.11,Net Banking,Processing,Oppo Earphones 79,Mobile Phones,45411.04,Oppo,4.0,Dolor rem magni aliquam expedita. Reiciendis a facere vitae.,19,True,Zeeshan Badami,56,F,Korba,Manipur,hazel62@example.org,+910597501337,False
38,936,106,3,2025-02-22 09:44:11,3,13354.92,Net Banking,Delivered,Parle Spices 106,Groceries,66327.18,Parle,4.8,Ut provident omnis praesentium neque corrupti. Nemo accusantium non id.,46,False,Zaina Bakshi,42,F,Vijayawada,Assam,crajagopal@example.org,+911206732442,False
39,308,147,3,2025-04-22 05:09:28,2,1127.18,Debit Card,Cancelled,Adidas Cricket Bat 147,Sports,3496.5,Adidas,3.2,Quasi labore beatae vitae beatae architecto aspernatur. Deleniti atque at consectetur.,13,False,Inaaya  Borah,43,M,Thrissur,Punjab,priyansh53@example.net,+910629325696,True
40,842,77,4,2025-09-25 04:51:12,3,15688.16,Net Banking,Shipped,Morphy Richards Water Purifier 77,Home & Kitchen,69810.81,Morphy Richards,3.3,Eveniet maiores quis ratione maxime. Voluptates quaerat nihil ab facere.,45,True,Miraan Wadhwa,65,M,Panihati,Arunachal Pradesh,wablefaiyaz@example.com,00202200039,False
41,250,93,1,2025-07-15 12:54:32,1,2235.29,Credit Card,Delivered,Realme Tablet 93,Mobile Phones,50477.07,Realme,4.6,Delectus omnis eum ipsum sed. Vitae beatae pariatur pariatur tenetur excepturi.,70,True,Biju Zacharia,29,F,Malda,Arunachal Pradesh,cherianehsaan@example.net,+915528655529,False
42,792,132,5,2025-02-09 01:36:12,2,2573.59,Credit Card,Cancelled,Ikea Wardrobe 132,Furniture,47027.09,Ikea,3.2,Laudantium debitis amet autem. Odit aliquid pariatur accusamus.,37,False,Renee Borah,58,M,Sambhal,Jharkhand,samarthmangal@example.com,0597916004,False
43,449,33,5,2025-08-29 02:27:54,1,9616.99,Net Banking,Processing,Ponds Lipstick 33,Beauty,37796.32,Ponds,4.5,Eveniet doloremque dicta eius molestias.,64,True,Nakul Ranganathan,61,M,South Dumdum,Mizoram,ahana-00@example.net,+919380640696,True
44,461,51,4,2025-09-06 04:38:08,3,17020.41,UPI,Shipped,Hindustan Unilever Skin Care 51,Beauty,30953.59,Hindustan Unilever,5.0,Non animi eligendi aspernatur eius reprehenderit. Animi natus dolorum amet atque minus harum magni.,38,False,Shaan Issac,51,M,Dewas,Uttarakhand,hsem@example.com,7447661703,False
45,345,191,5,2025-02-28 00:39:25,2,344.13,Debit Card,Shipped,Samsung Earphones 191,Mobile Phones,11976.74,Samsung,4.8,Unde expedita veritatis a. Consequatur eveniet assumenda velit.,51,False,Rati Som,26,F,Dhule,Rajasthan,kotasamar@example.net,00824957036,False
46,949,44,1,2025-07-06 03:45:32,1,7047.14,Debit Card,Cancelled,Lakme Skin Care 44,Beauty,64348.49,Lakme,3.7,Voluptates nesciunt asperiores.,60,False,Kavya Chandra,54,F,Sirsa,Goa,ehsaanbal@example.com,+916251399577,False
47,557,51,4,2025-05-24 21:38:15,3,14574.41,UPI,Shipped,Hindustan Unilever Skin Care 51,Beauty,30953.59,Hindustan Unilever,5.0,Non animi eligendi aspernatur eius reprehenderit. Animi natus dolorum amet atque minus harum magni.,38,False,Aarna Badami,37,M,Aligarh,Meghalaya,ritvik09@example.com,+913459408179,False
48,197,132,4,2025-05-13 02:06:02,3,4364.55,Net Banking,Cancelled,Ikea Wardrobe 132,Furniture,47027.09,Ikea,3.2,Laudantium debitis amet autem. Odit aliquid pariatur accusamus.,37,False,Vaibhav Borah,56,M,Haldia,Nagaland,rattaaniruddh@example.com,7252355218,False
49,973,127,4,2025-08-26 21:50:40,2,4425.82,UPI,Cancelled,Reebok Sports Shoes 127,Sports,86809.26,Reebok,3.6,Atque id perferendis aspernatur. Consectetur quod accusamus dolores. Aperiam ea officia itaque.,19,True,Kanav Ramanathan,19,F,Bhilwara,Assam,armaansant@example.com,3788640764,True
50,362,151,4,2025-07-03 01:10:36,1,668.72,UPI,Shipped,Nike Football 151,Sports,93363.17,Nike,5.0,Occaecati voluptas omnis eos. Laborum error expedita. Excepturi similique eaque.,29,True,Nirvi Chahal,49,M,Tirunelveli,Himachal Pradesh,qtailor@example.net,06681525998,False
51,424,19,3,2025-07-14 02:03:32,3,9679.18,Net Banking,Processing,Decathlon Cricket Bat 19,Sports,87021.93,Decathlon,3.4,Id itaque quidem. Blanditiis est delectus veniam optio ex. Sed molestiae aliquid modi.,38,True,Zoya Madan,49,F,Karaikudi,Tripura,acharyastuvan@example.com,07457134884,False
52,35,42,5,2025-04-16 23:27:51,1,9282.62,Net Banking,Processing,MBD Cookbook 42,Books,27672.67,MBD,3.4,Corporis quaerat doloribus. Molestiae magni natus.,11,True,Anya Gulati,49,M,Serampore,Goa,nayantaramaster@example.org,+911928899767,True
53,247,131,3,2025-10-17 13:16:38,2,6089.49,Debit Card,Shipped,Decathlon Football 131,Sports,3193.84,Decathlon,5.0,Facere neque totam consequuntur vero. Repudiandae tenetur debitis assumenda deserunt.,8,False,Indranil Ray,55,F,Kochi,Arunachal Pradesh,bbadal@example.org,00673535075,True
54,605,150,1,2025-07-15 10:38:14,2,13846.28,UPI,Shipped,Slazenger Sports Shoes 150,Sports,45091.27,Slazenger,4.7,Voluptate nam quidem accusantium perferendis sequi officia. Tempora quidem odit iure dolores.,38,False,Kaira Lala,42,M,Warangal,Meghalaya,tarinijaggi@example.com,+917918750763,False
55,659,93,3,2025-04-01 20:41:26,3,7111.83,Credit Card,Shipped,Realme Tablet 93,Mobile Phones,50477.07,Realme,4.6,Delectus omnis eum ipsum sed. Vitae beatae pariatur pariatur tenetur excepturi.,70,True,Mannat Hora,19,M,Muzaffarpur,Manipur,vdhingra@example.org,+917797019435,True
56,878,6,5,2025-08-27 22:59:18,3,686.34,Cash on Delivery,Shipped,Prestige Water Purifier 6,Home & Kitchen,24102.82,Prestige,4.2,Asperiores aperiam eveniet hic quasi.,18,True,Ela Jain,23,F,Sirsa,Arunachal Pradesh,elakshikonda@example.net,+916248724094,True
57,595,122,5,2025-04-07 16:48:21,2,18859.84,Net Banking,Processing,NCERT Competitive Exam Guide 122,Books,99102.22,NCERT,3.9,Minus quibusdam eligendi. Nemo quis quos aut natus architecto iure optio.,27,True,Tiya Krish,20,F,Faridabad,Himachal Pradesh,indrajit43@example.net,+913600911106,True
58,940,91,4,2025-09-04 18:00:16,1,5860.25,Debit Card,Processing,Micromax Smart TV 91,Electronics,56111.28,Micromax,4.1,Libero accusamus non ipsam. Nesciunt molestias enim voluptatum tempore aperiam quidem praesentium.,1,False,Lakshay Tripathi,53,F,Muzaffarnagar,Madhya Pradesh,darshitgandhi@example.net,03290781239,False
59,881,105,3,2024-11-27 16:48:15,1,5043.88,UPI,Delivered,Vivo Tablet 105,Mobile Phones,74576.3,Vivo,4.5,Cumque nulla voluptatem explicabo ex.,15,True,Kiaan Rao,20,M,Raipur,Rajasthan,cramachandran@example.org,03769995753,True
60,284,72,1,2025-01-09 12:29:02,1,8940.47,Cash on Delivery,Delivered,HomeTown Sofa Set 72,Furniture,38636.1,HomeTown,4.5,Suscipit cum vero quo dolorem. Expedita asperiores libero quasi.,61,True,Hunar Mann,60,F,Kishanganj,Haryana,masterurvi@example.org,3000503053,True
61,471,104,5,2024-12-01 22:04:36,1,11561.29,UPI,Shipped,Manyavar Kurta 104,Clothing,17618.52,Manyavar,5.0,Porro similique expedita delectus eos voluptas nulla. Suscipit facere non ipsum explicabo deleniti.,22,False,Ivana Guha,24,M,Thanjavur,Tripura,sarnasaira@example.org,03093655915,False
62,297,36,3,2025-03-26 03:08:53,1,8606.27,Net Banking,Processing,Samsung Earphones 36,Mobile Phones,68499.89,Samsung,3.6,Illum eius dolores dicta accusantium. Quam aperiam maiores aut.,3,True,Neelofar Bora,28,M,Etawah,Goa,ehsaan52@example.org,08962712341,False
63,803,145,3,2025-02-08 10:55:40,1,6892.84,Net Banking,Cancelled,PC Jeweller Earrings 145,Fashion Accessories,59431.15,PC Jeweller,3.2,Odit tenetur explicabo aliquid fugiat. Nam praesentium ipsam exercitationem.,17,True,Emir Sarkar,29,F,Sultan Pur Majra,Jharkhand,bvasa@example.net,+910558729218,False
64,876,103,3,2025-01-09 11:23:01,2,936.14,Net Banking,Processing,Fastrack Watch 103,Fashion Accessories,53755.47,Fastrack,4.8,Ipsa nulla rem ex nesciunt expedita. Voluptatum optio earum hic modi.,12,True,Shalv Mahajan,63,F,Siwan,Goa,indranil70@example.com,+912437575643,True
65,326,153,2,2025-05-20 23:03:40,2,14044.46,Debit Card,Processing,Allen Solly Kurta 153,Clothing,58849.0,Allen Solly,3.3,Pariatur reprehenderit eum dignissimos eligendi nihil labore. At consectetur facere quasi quasi.,14,True,Advik Srinivasan,35,M,Latur,Mizoram,manjari18@example.net,8786350595,False
66,50,109,3,2025-01-14 11:42:22,2,17144.82,Cash on Delivery,Delivered,Vivo Smartphone 109,Mobile Phones,55164.7,Vivo,4.5,Illum cupiditate tenetur vel odit facere expedita aliquid. Est commodi itaque.,24,False,Anahita Bains,39,M,Tiruchirappalli,Uttar Pradesh,aarnaiyer@example.net,9936954984,True
67,686,51,4,2025-08-28 21:33:29,1,16025.53,Credit Card,Cancelled,Hindustan Unilever Skin Care 51,Beauty,30953.59,Hindustan Unilever,5.0,Non animi eligendi aspernatur eius reprehenderit. Animi natus dolorum amet atque minus harum magni.,38,False,Veer Iyer,58,F,Belgaum,Meghalaya,indrans01@example.org,8891674170,True
68,594,76,4,2025-04-19 01:03:42,1,15334.69,Net Banking,Shipped,Videocon Air Conditioner 76,Electronics,4115.48,Videocon,4.4,Mollitia eligendi asperiores recusandae tempora natus.,38,True,Ojas Hora,27,M,Gandhinagar,Chhattisgarh,ddar@example.org,00230814384,True
69,630,159,4,2025-03-18 03:57:42,2,9336.91,Credit Card,Cancelled,Slazenger Cricket Bat 159,Sports,7747.69,Slazenger,4.4,Cumque quis eum delectus.,46,False,Navya Tella,55,F,Sagar,Himachal Pradesh,anahichakraborty@example.org,+914020767864,False
70,719,124,5,2025-08-27 22:35:40,1,2925.78,Net Banking,Shipped,Bajaj Dinner Set 124,Home & Kitchen,64707.16,Bajaj,3.0,Suscipit laboriosam commodi culpa maxime. Ab voluptas voluptate illum.,18,True,Reyansh Vala,26,M,Madanapalle,Maharashtra,osekhon@example.com,+918251199666,True
71,398,163,4,2024-12-16 17:06:44,3,3234.41,Cash on Delivery,Processing,Parle Snacks 163,Groceries,48538.09,Parle,4.1,Fugit dolore nemo dolorum incidunt doloribus. Ea aut aspernatur molestiae minus unde consequatur.,32,True,Mishti Swamy,55,M,Sirsa,Uttar Pradesh,uandra@example.org,09364717649,False
72,890,169,3,2025-02-27 00:01:35,2,5037.45,UPI,Processing,Allen Solly Sherwani 169,Clothing,26442.25,Allen Solly,4.1,Voluptatum iure expedita ex quos. Similique animi nulla dignissimos.,44,True,Misha Brahmbhatt,25,M,Bhagalpur,Maharashtra,karialisha@example.org,07958658943,False
73,810,70,5,2025-07-22 19:00:53,2,4816.76,Credit Card,Shipped,HomeTown Bookshelf 70,Furniture,43567.89,HomeTown,3.7,"Soluta ad laboriosam.
Veritatis repudiandae fuga.",39,False,Divyansh Manda,22,M,Maheshtala,Madhya Pradesh,akothari@example.com,3065789593,False
74,161,165,4,2025-09-17 12:34:07,1,13730.96,Credit Card,Shipped,Puma Sports Shoes 165,Sports,73214.05,Puma,4.7,Eos repellat eveniet et. Iste saepe sit facilis numquam accusamus a.,54,True,Dhruv Dube,51,F,Berhampore,Jharkhand,deshpandevanya@example.org,04102839247,False
75,591,20,5,2025-02-11 20:15:14,3,15579.18,Net Banking,Delivered,Levis Dress 20,Clothing,95003.41,Levis,4.8,Odit blanditiis at dolores. Corporis quidem expedita eius tenetur.,1,False,Samar Dar,21,F,Kota,Goa,tejasbadami@example.org,+913253322553,False
76,861,164,1,2025-09-05 15:05:05,3,14448.54,Cash on Delivery,Cancelled,Tanishq Handbag 164,Fashion Accessories,63199.07,Tanishq,4.4,Cum nisi accusamus quod. Cumque corrupti omnis nesciunt. Quisquam natus quam enim.,26,True,Riaan Boase,22,M,Bhilwara,Chhattisgarh,ubali@example.com,+915267003459,False
77,217,3,5,2025-01-16 13:17:36,3,12735.38,Cash on Delivery,Delivered,OnePlus Feature Phone 3,Mobile Phones,52142.68,OnePlus,3.8,Eaque odit minus nam iure odit ipsum. Labore animi eveniet voluptate consequuntur nulla.,6,False,Saira Thaman,20,F,Allahabad,Rajasthan,kbose@example.net,+913754440664,True
78,894,40,5,2025-11-16 16:17:05,1,12487.09,Net Banking,Processing,Motorola Smart Watch 40,Mobile Phones,44845.69,Motorola,3.0,Nostrum totam optio cumque id aliquam. Ratione odio eius eius aperiam rerum illum.,1,False,Kismat Choudhury,43,F,Junagadh,Tamil Nadu,amirasawhney@example.net,07986805980,True
79,903,46,4,2025-02-07 08:21:52,3,2198.45,UPI,Shipped,GK Publications Self-help Book 46,Books,32200.49,GK Publications,3.9,Sunt maiores atque doloribus. Cumque accusamus voluptas dolores facilis accusantium reprehenderit.,14,True,Misha De,42,M,Serampore,Gujarat,sooddamini@example.net,+918217044668,False
80,230,130,5,2025-08-10 23:02:21,1,10797.41,Debit Card,Processing,BPL Smartphone 130,Electronics,95432.32,BPL,4.4,"Molestias nesciunt libero maxime blanditiis enim expedita.
Veritatis sint laboriosam veniam.",50,True,Zain Dubey,59,F,Vadodara,Chhattisgarh,taran01@example.com,02988654850,True
81,502,177,5,2025-11-08 00:48:17,2,16043.89,Credit Card,Cancelled,Hindustan Unilever Shampoo 177,Beauty,99380.95,Hindustan Unilever,4.3,Aliquam nobis laudantium quod explicabo ipsa. Harum ratione recusandae sed quasi earum voluptas.,38,True,Ela Shere,52,F,Tiruppur,Meghalaya,jiyayadav@example.com,+919243852775,True
82,675,41,2,2025-04-13 08:04:23,1,7880.38,Debit Card,Processing,Prestige Dinner Set 41,Home & Kitchen,74935.52,Prestige,3.2,Consectetur culpa provident minus. Veritatis a ipsum.,44,True,Kavya Ghose,24,F,Darbhanga,Kerala,lchokshi@example.net,06586398743,True
83,658,112,1,2025-08-21 09:14:21,1,18100.95,Net Banking,Shipped,Durian Dining Table 112,Furniture,23520.36,Durian,4.8,Maxime ipsum laudantium odit aut dolorum. Ipsa recusandae commodi earum temporibus rerum.,50,True,Chirag Comar,19,F,Bhalswa Jahangir Pur,Goa,zamble@example.net,00305139714,True
84,447,37,5,2025-04-18 03:12:57,3,4099.33,Net Banking,Processing,OnePlus Earphones 37,Mobile Phones,80938.67,OnePlus,4.0,"Commodi consectetur iste impedit.
Architecto expedita a accusamus doloribus neque esse.",45,True,Tushar Solanki,30,M,Erode,Kerala,vivaanandra@example.com,+910857297332,True
85,121,94,3,2025-10-10 11:41:20,3,15087.89,Cash on Delivery,Processing,Nestle Ready-to-eat 94,Groceries,20745.08,Nestle,3.3,"Quia aspernatur atque. Cum aspernatur harum.
Hic delectus totam corrupti doloribus quae iusto.",35,False,Armaan Mannan,21,M,Gaya,Chhattisgarh,yashvi96@example.net,07467843896,True
86,351,1,4,2025-03-24 13:41:20,1,8092.57,Net Banking,Shipped,Prestige Cookware Set 1,Home & Kitchen,76907.27,Prestige,4.6,Blanditiis iste magni sunt magnam nemo.,66,False,Sumer Bains,63,M,Pallavaram,Karnataka,farhan27@example.org,03938154314,False
87,865,124,4,2025-05-10 01:10:02,2,10829.99,Credit Card,Cancelled,Bajaj Dinner Set 124,Home & Kitchen,64707.16,Bajaj,3.0,Suscipit laboriosam commodi culpa maxime. Ab voluptas voluptate illum.,18,True,Navya Sarkar,39,M,Machilipatnam,Sikkim,bgarg@example.org,2842482462,False
88,842,33,5,2025-05-31 05:28:13,3,1730.81,Credit Card,Shipped,Ponds Lipstick 33,Beauty,37796.32,Ponds,4.5,Eveniet doloremque dicta eius molestias.,64,True,Miraan Wadhwa,65,M,Panihati,Arunachal Pradesh,wablefaiyaz@example.com,00202200039,False
89,553,23,3,2025-10-27 01:13:40,3,10221.21,Cash on Delivery,Delivered,OnePlus Smartphone 23,Mobile Phones,56704.73,OnePlus,4.5,Fugiat quos minima praesentium. Molestias modi laborum repudiandae reiciendis excepturi iste ab.,18,True,Dhanuk Mall,62,F,Bettiah,Andhra Pradesh,priyanshshere@example.com,03906192468,True
